"timestamp","solved_time","puzzle_id","team_id","name","name-2"
"2022-01-14 11:58:18.926039",NULL,20,65,"Mirecourt","The Missing Piece"
"2022-01-14 11:58:19.294667",NULL,21,65,"Mirecourt","My First ABC"
"2022-01-14 11:58:19.64294",NULL,22,65,"Mirecourt","Peter Pan"
"2022-01-14 11:58:19.993748",NULL,23,65,"Mirecourt","Too Many Toys"
"2022-01-14 11:58:21.471518",NULL,29,65,"Mirecourt","The Investigation"
"2022-01-14 11:58:23.179768",NULL,19,66,"The van der Woodsens","Ada Twist, Scientist"
"2022-01-14 11:58:23.541851",NULL,20,66,"The van der Woodsens","The Missing Piece"
"2022-01-14 11:58:23.879168",NULL,21,66,"The van der Woodsens","My First ABC"
"2022-01-14 11:58:24.240653",NULL,22,66,"The van der Woodsens","Peter Pan"
"2022-01-14 11:58:24.577307",NULL,23,66,"The van der Woodsens","Too Many Toys"
"2022-01-14 11:58:26.057472",NULL,29,66,"The van der Woodsens","The Investigation"
"2022-01-14 11:58:27.722286","2022-01-15 08:26:11.386335+11",19,36,"AstroPals","Ada Twist, Scientist"
"2022-01-14 11:58:28.071911","2022-01-15 15:46:00.776202+11",20,36,"AstroPals","The Missing Piece"
"2022-01-14 11:58:28.429465","2022-01-15 10:54:01.559479+11",21,36,"AstroPals","My First ABC"
"2022-01-14 11:58:28.77644","2022-01-15 16:00:17.505361+11",22,36,"AstroPals","Peter Pan"
"2022-01-14 11:58:29.116454","2022-01-15 15:21:12.541433+11",23,36,"AstroPals","Too Many Toys"
"2022-01-14 11:58:30.643099",NULL,29,36,"AstroPals","The Investigation"
"2022-01-14 11:58:32.335579","2022-01-15 05:26:30.327938+11",19,8,"Cardinality","Ada Twist, Scientist"
"2022-01-14 11:58:32.667192","2022-01-15 05:34:43.513866+11",20,8,"Cardinality","The Missing Piece"
"2022-01-14 11:58:33.002012","2022-01-15 05:24:03.972807+11",21,8,"Cardinality","My First ABC"
"2022-01-14 11:58:33.331594","2022-01-15 06:10:22.310631+11",22,8,"Cardinality","Peter Pan"
"2022-01-14 11:58:33.658709","2022-01-15 06:09:26.763376+11",23,8,"Cardinality","Too Many Toys"
"2022-01-14 11:58:35.135831","2022-01-15 06:52:57.718071+11",29,8,"Cardinality","The Investigation"
"2022-01-14 11:58:36.81945","2022-01-15 11:08:40.645534+11",19,37,"We Are Never Ever Getting Back Together (Taylor's Version)","Ada Twist, Scientist"
"2022-01-14 11:58:37.201643","2022-01-15 06:36:28.553776+11",20,37,"We Are Never Ever Getting Back Together (Taylor's Version)","The Missing Piece"
"2022-01-14 11:58:37.549006","2022-01-15 06:51:34.633283+11",21,37,"We Are Never Ever Getting Back Together (Taylor's Version)","My First ABC"
"2022-01-14 11:58:37.887092","2022-01-15 09:55:51.209267+11",22,37,"We Are Never Ever Getting Back Together (Taylor's Version)","Peter Pan"
"2022-01-14 11:58:38.22283","2022-01-15 12:14:12.704315+11",23,37,"We Are Never Ever Getting Back Together (Taylor's Version)","Too Many Toys"
